TIME,GLOBAL,POLAR (N),POLAR (S),MID-LATITUDES (N),MID-LATITUDES (S),HIGH-LATITUDES (N),HIGH-LATITUDES (S),TROPICS
1981-02-02,-0.0675149741045081,0.054262998048743884,-0.02039442280166498,-0.08586753670642482,0.019762688533745562,0.15763239620246172,0.006317501923130295,-0.1961288961389127
1981-02-03,-0.11560845179808649,0.0382937871898977,-0.02653147361866077,-0.10131950522843916,0.007935550102931536,0.16074905417434382,0.0052975737490854385,-0.19734449057071302
1981-02-04,-0.13870084113809733,0.003469991550305647,-0.018544138244421176,-0.08469818453289792,-0.025622112159749983,0.1738032394799449,0.00787164558804191,-0.19183578865975714
1981-02-05,-0.07023591632158324,-0.016332534722946043,-0.00522965508921636,-0.013490066571615196,-0.051592364820440745,0.1782685772361656,0.004354365356095085,-0.16322315035320456
1981-02-06,-0.016177164253579998,-0.012478519726690299,-0.0028090827061575206,0.03632885072396475,-0.06048124304496859,0.17758747981787223,-0.0033881608431940526,-0.14896978359243057
1981-02-07,0.035361707650067575,-0.004073599934509604,0.00974593066456116,0.04025128829853021,-0.038058367136524676,0.1798887372088242,-0.006038439502722809,-0.14373987911027938
1981-02-08,0.11273349206316714,0.012988452836576958,0.022258403817901187,0.04763459312294731,-0.017115117028662658,0.18279801357342462,-0.003792609070787102,-0.12925792858206575
1981-02-09,0.07438696203119508,0.04824540930971423,0.026104645265366034,0.05117853324605186,-0.025469158456472196,0.13456571115109914,-0.00015147026121178962,-0.15852863966659989
1981-02-10,-0.047797397554707424,0.038407052799061536,0.037869699057338495,0.007704599916402518,-0.02818151322104021,0.08749236113626574,0.004853464285014943,-0.19611056955736272
1981-02-11,-0.13734570712100366,0.037329426386375604,0.03994035654944409,-0.010390626736251352,-0.0028072814844140653,-0.00032482075224602895,0.0035592846396382007,-0.2073214398702289
1981-02-12,-0.15191379357847845,0.04627146843723725,0.025212205116683477,-0.01121564752775,0.02135462327287215,-0.043142491351770736,0.008693782645718866,-0.20231727901344645
1981-02-13,-0.13296924447384437,0.07856515847388643,0.023897812473403283,0.006358023002141036,0.015810547409582078,-0.10603824319194727,0.015944395334818937,-0.17189203871420286
1981-02-14,-0.07366299150648174,0.0685625087670085,0.019016253061786323,0.05637929501112327,0.014049634404199433,-0.09973882847479963,0.013178815032739918,-0.1491439719728847
1981-02-15,-0.057339904814648374,0.034653517217856596,0.010970943643814983,0.08506320139861431,0.0052727367185335505,-0.06264979752604581,0.009764152866073402,-0.14267218137854665
1981-02-16,-0.04725747882199714,0.012297935681447898,-0.006597956699103751,0.10695076915505924,-0.0014848057221176923,-0.03870380845479442,0.00798685632395822,-0.12855811947132814
1981-02-17,-0.04958013907410005,0.012500080325077828,-0.022944198818707916,0.13895588327963582,-0.01166100638098835,-0.045987859631216016,0.010182672461613891,-0.13117451699598523
1981-02-18,-0.011636722179132385,0.005681663997367819,-0.026248281189531736,0.15691582947530003,-0.01325439045764045,-0.04061493872482164,0.00982259238546861,-0.10525742184101054
1981-02-19,-0.028904321333820614,0.0018078353386541811,-0.022152342682736234,0.13649953613719215,-0.02126325625877824,-0.03903154887479478,0.009360701644569605,-0.09533093011960568
1981-02-20,-0.04363981551620919,0.0002933849349865016,-0.006003497656946709,0.08459987352648989,-0.021034919423765217,-0.017413920003519844,0.0072906103026157635,-0.09175420702880087
1981-02-21,-0.04740883100150798,-0.017510657684033697,0.028603270151391594,0.02730669654832909,-0.02545017571388274,0.009791324091741948,0.006926928895082512,-0.07703286211708447
1981-02-22,-0.04949304203407947,-0.021909905142874678,0.03925502170407341,0.005644035040698965,-0.03767984830038927,0.019279559791358848,0.006470152343142722,-0.06055049763749147
